id,name,officialAllergenStatus,sourceFamily,parserProfile,totalItemCount,officialItemCount,officialCoverageRatio,directAverageAllergenCount,crossContactAverageAllergenCount,directItemWithAnyCount,directItemWithAnyRatio,crossContactItemWithAnyCount,crossContactItemWithAnyRatio,officialEvidenceBucket,officialFullMatrixOrApiCount,officialIngredientDisclosureCount,officialProductSectionCount,officialGlobalCrossContactNoteCount,suspiciousOfficialParserFragmentCount,dominantDirectAllergenSet,dominantDirectAllergenSetCount,dominantDirectAllergenSetRatio,dominantCrossContactSet,dominantCrossContactSetCount,dominantCrossContactSetRatio,suspiciousRowCount,classifications,remediationBucket,reviewNote,sourceUrls,evidenceSnippets
canton-disco-dc,Canton Disco,not-found,toast,toast-menu,17,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/cantondiscodc,"Beef & Chinese Cauliflower | Velveted Beef, Chinese Cauliflower, Grannie Yu’s Stir-fry Sauce, Served Over Rice | Beef, Tomato, & Egg | Velveted Beef, Fresh Tomato, Scrambled Egg, Served Over Rice | Bit Bakery Cookie"
mikey-and-mels-deli-dc,Mikey & Mel's Deli DC,not-found,toast,toast-menu,82,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/mikey-mels-deli-dc-1828-l-street-northwest | https://order.toasttab.com/order/mikey-mels-deli-dc-1828-l-street-northwest | https://order.toasttab.com/order/mikey-mels-deli-8191-maple-lawn-blvd,"Corned beef, pastrami, fresh turkey breast, American cheese, lettuce, tomato, onion and honey mustard served on Rye Bread. (3/4 pound of meat!) | Avocado Toast | Your choice of bread with Avocado mash, Red Onion, Tomato, Add your choice of egg | Bacon 5 Pieces | Bagel Dozen"
capo-deli-foggy-bottom-dc,Capo Deli Foggy Bottom,not-found,toast,toast-menu,75,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/capo-dc-2,"Boars's Head Deli Meat & Cheese | Buffalo Chicken Cheesesteak Sub - Small 6"" | buffalo sauce, pepperjack cheese, lettuce, tomato, ranch dressing | Buffalo Chicken Cheesesteak Sub- Large 11"" | Caesar Salad"
paraiso-dc,Paraiso Mexican Restaurant,not-found,toast,toast-menu,55,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/paraiso,"10 Taco Box | 10 tacos of your choice - mix and match! | 20 Taco Box | 20 tacos of your choice - mix and match! | SHRIMP, CILANTRO SERRANO AGUACHILE, CUCUMBER, AVOCADO, CHILI CRISP OIL, CRISPY ONIONS"
the-coupe-dc,The Coupe,not-found,toast,toast-menu,116,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/the-coupe,"11th St. Fried Chicken | Crispy chicken thigh, sriracha slaw, pickle, chipotle mayo on a potato bun, served with fries. | Avocado Toast | sliced avocado, hard-boiled egg, feta, pickled red onion and everything bagel seasoning on thick cut sourdough. | Bacon, Egg & Cheese Croissant"
la-bonne-vache-dc,La Bonne Vache,not-found,toast,toast-menu,32,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/la-bonne-vache-3265-prospect-street-northwest,"Boeuf Bourguignonne Burger | proprietary burger patty, LBV sauce, red wine braised short rib, caramelized onion, smoked bacon | Champignons de Paris et Puy Lentils Burger | Roasted mushroom and green lentil burger, balsamic onions, tomato | Chicken Paillard"
pearl-street-warehouse-dc,Pearl Street Warehouse,not-found,toast,toast-menu,12,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/pearl-street-warehouse,"5 hand breaded tenders. 2 Sauces included. | 7 hand breaded tenders. 3 Sauces included. | Caesar Salad | Crispy Romaine, Croutons, Shredded Parmesan Cheese, Caesar Dressing | Chicken Tenders"
sweet-crimes-bakery-dc,Sweet Crimes Bakery,extracted,toast,toast-menu,113,34,0.301,1.765,0,34,1,0,0,official-partial,24,8,2,0,0,egg | soy,9,0.265,,34,1,0,,none,,https://sweetcrimes.com/order | https://sweetcrimes.com/order/sweet-crimes-bakery-1238-pennsylvania-ave-se/item-chocolate-cake-mix_59d0c75d-62c7-4a4c-a93b-e6202b2c2280 | https://sweetcrimes.com/order/sweet-crimes-bakery-1238-pennsylvania-ave-se/item-yellow-cake-mix_cd839420-8ea6-4832-8793-e64cc24773f6 | https://sweetcrimes.com/order/sweet-crimes-bakery-1238-pennsylvania-ave-se/item-mixed-pie-box-new_4427e69a-0b25-4418-bb45-5203668be726 | https://sweetcrimes.com/allergen-guide | https://drive.usercontent.google.com/download?id=1xQxCJfH24sSD2hdntPQDFuE8sDKWq9Ww&export=download,"Official Sweet Crimes Bakery allergen matrix note: ✔; (Soy Flour) | Meet the kitchen flex your sandwiches have been waiting for. We managed to make this artisan loaf of bread incredibly soft and buttery without using a single drop of real butter. Since you already love our hoagie sandwic | Let’s be real: the smell of fresh cinnamon buns is the best scent on the planet. If you want that just-baked magic without the flour mess or the “is this safe to eat?” panic, we’ve got the ultimate cheat code. Forget the | Official Sweet Crimes Bakery allergen matrix note: ✔ | As one of our absolute best-sellers, this gluten free banana bread is ultra-moist, rich in flavor, and totally delicious. It is basically the superstar of our bakery because it plays nice with almost everyone. Whether yo"
stans-dc,Stan's Restaurant,not-found,toast,toast-menu,100,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/stansdc,1 lb Fried Shrimp | 1 lb Steamed Shrimp | 1/2 Baked Wings | 1/2 Cut party wings | 1/2 Fried Shrimp
bombay-street-food-capitol-hill-dc,Bombay Street Food Capitol Hill,not-found,toast,toast-menu,37,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/bombay-street-524-8th-street-se,Basmati Rice | Bombay Garden Salad | Butter Chicken | Cheese Naan | Chicken Biryani
prost-dc,Prost,not-found,toast,toast-menu,28,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/prostdc,"Beer Cheese | Beet Salad | Available for a limited time! Arugula, whipped goat cheese, roasted gold and red beets, housemade lingonberry vinaigrette, topped with red onion, dill and housemade pretzel croutons. | Cheese Spaezle Side | Chop Salad"
all-about-burger-glover-park-dc,All About Burger Glover Park,not-found,toast,toast-menu,59,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/all-about-burger-glover-park-2414-wisconsin-ave-nw,5 Chicken nuggets & Crispy Fries | Avocado BLT chicken | Bacon Cheese Burger | Bacon Cheese Dog | Bacon Cheese Fries
noma-pizza-dc,Noma Pizza,not-found,toast,toast-menu,122,3,0.025,0,0,0,0,0,0,official-disclosure-only,0,3,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/noma-kitchen-pizza-1306-north-capital,"10 WINGS | 2 Large Cheese Pizzas | 2 Small Cheese Pizza 10"" | 20 WINGS | Mozzarella cheese with any sauce & any three toppings."
nicks-pizza-petworth-dc,Nick's Pizza Petworth,not-found,toast,toast-menu,53,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/nicks-pizza-223-upshur-st-nw,"6 Jumbo Wings | Bacon Cheeseburger | Angus Beef Patty on Brioche bun with Bacon and American Cheese. | Buffalo Chicken Pizza | Our House made dough with Buffalo Sauce, 3 cheese blend, Chicken, Onions, and Fresh Jalapenos, with a drizzle of Ranch."
the-upper-room-dc,The Upper Room,not-found,toast,toast-menu,31,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/the-upper-room-1360-h-st-ne-washington-dc-20002,Alfredo Pasta | Our creamy cheesy Alfredo sauce with fettuccini and your choice of protein | Bacon pork | Cajun Pasta | If your looking for a bump in flavor and want spice in your life with our Cajun cream sauce with pepper and onions and penne pasta
slice-and-pie-14th-dc,Slice & Pie 14th Street,not-found,toast,toast-menu,35,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/slice-and-pie-2221-14th-st-nw,"(6) Buffalo sauce | 12"" NY Pizza (small) | 18"" NY Pizza (large) | Brisket Pie (large) | White garlic base, mozzarella, Federalist Pig Smoked Brisket, caramelized onions, pickled onions, pickled jalapeno, potato, sticky garlic sauce"
madhatter-dc,Madhatter,not-found,toast,toast-menu,53,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/dc-restaurant-group-madhatter,"Beef sliders (ketchup, mustard, and pickle) Plus Chicken Tenders and Fries with a side of honey mustard | Bacon Cheeseburger | 8 oz burger, crispy bacon, American cheese, sauteed onions, sesame bun | Bowl of Chili | Buffalo Chicken Sandwich"
lupo-marino-dc,Lupo Marino,not-found,toast,toast-menu,80,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/lupo-marino-new-40-pearl-street-sw,"Choice of gelato served with espresso | Saffron Risotto, Mozzarella, Beef Ragu and Marinara Sauce | Beet Salad | red and yellow Beets, Burrata, Pistachios, Arugula, Balsamic Vinaigrette | Homemade Pasta, Beef Ragu, Parmesan Cheese"
dupont-italian-kitchen-dc,Dupont Italian Kitchen,not-found,toast,toast-menu,44,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/dupont-italian-kitchen,"Arugula Pizza | Tomatoes, Goat and Mozzarella Cheese and Arugula Salad | Arugula Salad | Bacon Cheese Burger | Caesar Salad"
roaming-rooster-skyland-dc,Roaming Rooster Skyland Town Center,not-found,toast,toast-menu,29,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/roaming-rooster-anacostia-2219-town-center-drive-se,"Blue Cheese | Buffalo Sauce | Chicken Nugget Combo | (six buttermilk fried chicken nuggets, served with a side of hand-cut fries and a fountain soda) | Chicken Nuggets"
sicilian-pizza-h-street-dc,Sicilian Pizza H Street,not-found,toast,toast-menu,138,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/sicilian-pizza-1004-florida-ave-ne,10 Pieces Wings | With 2 dressings | 20 Pieces Wings | With 4 dressings | 6 Pieces Wings
claudios-table-dc,Claudio's Table,not-found,toast,toast-menu,66,3,0.045,0,0,0,0,0,0,official-disclosure-only,0,3,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/claudios-table-5441-macarthur-boulevard-northwest,"Mutti Tomato, Artichoke Romano, Portobello Mushroom, Golfera Ham, Taggiasche Olive, Fior Di Latte Mozzarella, Smoked Scamorza | 8 OZ Parmesan Side | 8OZ of freshly Grated Parmigiano Regiano | Recovered from the reviewed launch repository after shared classifier tightening confirmed this row is a menu item. | 8 OZ Pecorino Cheese Side"
mezcal-cantina-dc,Mezcal Cantina,not-found,toast,toast-menu,105,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/mezcal-cantina,"10 Birria Taco BOX | Grilled corn tortillas filled with Birria beef and cheese. Served with homemade spicy salsa, cilantro-onion, spicy pickle red onion, and a Cup of Birria consome broth for dipping. | Crunchy Ground Beef Tacos topped with lettuce, shredded cheese, and sour cream. | 10 Mexico City Style Taco BOX | Soft corn tortilla, red taco salsa, green tomatillo, cilantro-onion, spicy pickle red onion. ONLY ONE PROTEIN PER BOX ALLOWED"
problem-child-navy-yard-dc,Problem Child Navy Yard,not-found,toast,toast-menu,27,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/dukes-grocery-navy-yard-1201-half-street-se-suite-115,Blue Cheese | Bologna Sandwich | Buffalo Chicken Wrap | Buttered Noodles | Cheese Curds
mama-chepa-dc,Mama Chepa Cocina Latina,not-found,toast,toast-menu,58,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/mama-chepa-cocina-latina-5018-1st-st-nw,"(3) Chicken Taquitos | Three crispy rolled corn tortillas stuffed with shredded chicken. Served with Lettuce, avocado sauce, sour cream and garnish with Pico de Gallo. | (8) Buffalo Wings | Served with celery and carrot sticks and ranch dressing. | Three tacos, adovada thin sliced pork shoulder, pineapple, onion, cilantro, side rice and bean corn tortilla"
little-engine-dc,Little Engine,not-found,toast,toast-menu,31,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/little-engine,"1 WHOLE CHICKEN | 1 whole rotisserie chicken; 2 breasts, 2 wings, 2 drums & 2 thighs, seasoned with our house spice blend and finished with the seasoning or sauce of your choice. | 1/2 CHICKEN | 1/2 rotisserie chicken; 1 breast, 1 wings, 1 drum & 1 thighs, of choice of all dark meat. seasoned with our house spice blend and finished with the seasoning or sauce of your choice. | 1/4 CHICKEN"
junction-capitol-hill-dc,"Junction Bistro, Bar & Bakery Capitol Hill",not-found,toast,toast-menu,59,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/junction-bakery-bistro-capitol-hill-238-massachusetts-ave-ne,Adobo Rice | Angry Buffalo Sandwich | Fried chicken breast / Angry buffalo / bleu cheese / lettuce / tomato / dill pickle / brioche bun | Angry Vegan Hot Sauce | Beet Salad
pupatella-capitol-hill-dc,Pupatella Capitol Hill,extracted,toast,toast-menu,83,72,0.867,2.417,0,72,1,0,0,official-disclosure-only,0,71,1,0,0,milk | wheat,33,0.458,,72,1,0,,none,,https://order.toasttab.com/online/pupatella-capitol-hill-301-massachusetts-ave-ne,"Amalfi Side Salad | Baby arugula, mixed greens, tarragon, grapefruit, green apples, shaved parmesan with a mustard-citrus dressing. Contains milk. | Two arancini with sausage and two arancini with eggplant with marinara sauce. Contains milk and soy. | Fried risotto balls filled with smoked mozzarella and eggplant, served with marinara sauce. Contains milk and soy. | Arancini with Sausage"
buffalo-bergen-capitol-hill-dc,Buffalo & Bergen Capitol Hill,not-found,toast,toast-menu,58,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/buffalo-bergen-capitol-hill,"Ahi Tuna Salad | olive oil roasted fresh ahi tuna with celery, red onion, & fresh herbs | Atlantic Cold Smoked Salmon | cold smoked atlantic salmon, lightly cured with salt, sugar & dill | turnpiked turkey, scrambled egg, ‘murica cheese, bacon, deli mustard and lettuce"
georges-falafel-georgetown-dc,George's King of Falafel & Cheesesteak Georgetown,not-found,toast,toast-menu,26,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/georges-georgetown,"Baba Ghannouj & Pita | Grilled eggplant dip with Tahini and lemon | Pistachio baklava and traditional semolina cookie stuffed with sweet dates and a touch of orange blossom | Beef Shawarma | Marinated beef, onions, pickles, parsley, sumac and tahini sauce"
ninety-second-pizza-georgetown-dc,90 Second Pizza Georgetown,not-found,toast,toast-menu,23,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/90-second-pizza-1077-wisconsin-avenue-nw,"90 Second Pizza | San Marzano tomato sauce, mozzarella cheese, spicy salami, parmesan, olive oil, and basil. | San Marzano tomato sauce, mozzarella, chicken, mushroom, parmesan, olive oil, and basil. | San Marzano tomato sauce, mozzarella, pepperoni, crushed red pepper, onion, garlic, parmesan, olive oil, and basil | San marzano tomato sauce, vegan cheese, artichokes, olives, mushrooms, olive oil, and basil"
la-casina-capitol-hill-dc,La Casina DC,extracted,toast,toast-menu,44,5,0.114,0,0,0,0,0,0,official-disclosure-only,0,5,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/lacasinadc,"Spring water from the sun-drenched hills of Tuscany. | Pomodoro sauce and fresh mozzarella. Comes with a drink. | Using the traditional recipe, with a ricotta filling and chocolate drop, this legendary Italian dessert is deliciously sweet and creamy. (2 pcs.) | Handcrafted fresh potatoes chips topped with Pecorino Romano & black pepper. | La Casina Specialties"
walters-sports-bar-navy-yard-dc,Walter's Sports Bar Navy Yard,not-found,toast,toast-menu,50,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/walters-sports-bar,"Alabama White Wings | BBQ Dry Rub Wings | Order of 8 wings Ranch or blue cheese | Crispy cauliflower florets, buffalo sauce, blue cheese, lettuce, tomato, sub roll. | Buffalo Wings"
takumi-navy-yard-dc,Takumi Japanese Bistro & Bar Navy Yard,extracted,toast,toast-menu,98,2,0.02,0,0,0,0,0,0,official-disclosure-only,0,2,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/takumi-navy-yard,Agedashi Tofu | Saltwater eel (Can not be gluten free) | Asparagus Roll | Avocado Salad | Ginger Dressing
clydes-georgetown-dc,Clyde's of Georgetown,not-found,toast,toast-menu,43,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/clydes-georgetown-3236-m-street-nw,"Bacon Cheeseburger | Bell & Evans Half Chicken | whipped potatoes, sugar snap peas, asparagus, heirloom carrots, sherry-brown butter sauce | with whipped cream | Buffalo Chicken Wings"
billy-hicks-georgetown-dc,Billy Hicks Georgetown,not-found,toast,toast-menu,44,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/billy-hick-s-second-wind-3277-m-street-northwest,"Cooked any style, choice of meat, bread and Potato and fruit | Avocado Toast | toasted sourdough, avocado watermelon radish, marinated tomatoes. | Bang Bang Shrimp | Crispy shrimp, bang bang sauce"
pitango-adams-morgan-dc,Pitango Gelato & Cafe Adams Morgan,not-found,toast,toast-menu,46,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/pitango-gelato-cafe-adams-morgan-1841-columbia-rd-nw,"Almond Croissant | AVOCADO AND GORGONZOLA TOAST (V) | Avocado, Gorgonzola Dulce, walnuts, honey | AVOCADO TOAST | Sliced avocado, pistachio, chili, sumac, herby salad, chives, radish, lemon vinaigrette."
boogy-and-peel-dupont-dc,Boogy & Peel Dupont Circle,extracted,toast,toast-menu,33,2,0.061,0,0,0,0,0,0,official-disclosure-only,0,2,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/boogy-peel-1-dupont-circle-nw-suite-115b,"'Mater Pie | *SUMMER SPECIAL* Duke's, asiago, heirloom tomatoes, black pepper - just like a tomato sandwich | ""Marinara"" | Red sauce, garlic confit, sub sauce *Vegan [THIS PIZZA DOESN'T HAVE CHEESE!!!] | Balsamic marinated vegetables, pesto mayo, arugula, stracciatella on sourdough focaccia *Vegetarian"
teaism-dupont-dc,Teaism Dupont Circle,not-found,toast,toast-menu,93,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/teaism-dupont-circle-2009-r-st-nw,vegan | 3 Slices Turkey Bacon | slightly green / China | vegan togarashi dressing | Irish breakfast base / India
taqueria-al-lado-h-street-dc,Taqueria Al Lado H Street,not-found,toast,toast-menu,43,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/taqueria-al-lado-h-street-809-12th-street-ne,Beef - Lengua Quesadilla | Beef - Lengua Taco | Beef - Quesabirria Huarache | Beef - Quesabirria Quesadilla | Beef - Quesabirria Taco
arenas-georgetown-dc,Arena's Georgetown,not-found,toast,toast-menu,90,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/arenas-georgetown,"Arena's Burger | 2 4oz certified Angus beef patties with lettuce, tomato, onion and your choice of cheese on a Brioche roll. Additional toppings may be extra. | A tasty old school favorite Tater Tots. | A grown up grilled cheese made with bacon, avocado, tomato, American cheese on white bread. | Turkey, roast beef, thousand island, coleslaw and Swiss served on rye bread."
atlas-and-andys-pizza-navy-yard-dc,Atlas Brew Works & Andy's Pizza Navy Yard,not-found,toast,toast-menu,39,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/atlas-brew-works-navy-yard-1201-half-street-se-suite-120,"Fried golden, finished with balsamic glaze & sprinkled with parmesan. | fried golden, finished with balsamic glaze and sprinkled with parmesan cheese | Tossed in a light flour shake and deep fried, drizzled in buffalo sauce | Caesar Salad | Caesar Salad ~"
fossette-focacceria-union-market-dc,Fossette Focacceria Union Market,not-found,toast,toast-menu,10,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/fossette-focacceria-union-market-1309-5th-st-ne-washington-dc-20002,"prosciutto cotto, soppressata, Calabrian chili honey, fresh mozzarella, pickled peppers, basil, olive oil | roasted tomatoes, fresh mozzarella, fresh basil, balsamic vinegar, garlic aioli, extra virgin olive oil | Chicken Parm | parmesan-sesame chicken cutlet, provolone, basil, marinara sauce | smoked turkey breast, tomato, cabbage, iceberg, lemon aioli."
bund-up-union-market-dc,Bund Up Union Market,not-found,toast,toast-menu,16,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/pinch-union-market-1309-5th-st-ne,Bun (3) Combo | Chicken Tenders (3) | (3) Chicken Tenders served w/ White Rice | Cucumber Salad | Korean BBQ Beef - Bulgogi
yellow-union-market-dc,YELLOW Union Market,not-found,toast,toast-menu,45,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/yellow-union-market,- lamb kefta + black harissa chicken thigh + amba veggie ... with green shatta yogurt & habibi butter rice - | - mish mish carrot + smashed cucumbers + smoked olives - | - 6 pieces of our walnut baklava + signature YELLOW box - | BBQ'D LAMB SHOULDER | - pickled chilis + little gem + feta + toum -
buffalo-bergen-union-market-dc,Buffalo & Bergen Union Market,not-found,toast,toast-menu,54,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/buffalo-bergen-union-market,"Ahi Tuna Salad | olive oil roasted fresh ahi tuna with celery, red onion, & fresh herbs | Atlantic Cold Smoked Salmon | cold smoked atlantic salmon, lightly cured with salt, sugar & dill | turnpiked turkey, scrambled egg, ‘murican cheese, bacon, deli mustard and lettuce"
bethesda-bagels-navy-yard-dc,Bethesda Bagels Navy Yard,not-found,toast,toast-menu,111,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/navyyardbethesdabagels,"Avo, Egg, Cheese | ½ of a fresh avocado, eggs cooked to your liking, with a choice of sliced cheese, cream cheese, or no cheese. | Crispy bacon rounds, 1/2 of a fresh avocado, lettuce and tomato. | 1/2 of a fresh avocado on a bagel. | Bacon, Egg, Cheese"
joia-burger-dc,Joia Burger,not-found,toast,toast-menu,10,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/joia-burger,"Bean Burger | 6oz homemade bean burger with beans, wild rice, oats, carrots and onions topped w/ provolone cheese, chef’s special sauce & atchara papaya salad served on potato buns | 16.9 FL OZ | Boy Bawang Corn Nuts (Chili & Cheese Flavor) | Cauliflower & Red Onion Salad w/Lemon Vinaigrette"
buffalo-bergen-cleveland-park-dc,Buffalo & Bergen Cleveland Park,not-found,toast,toast-menu,64,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/buffalo-bergen-cleveland-park,"Ahi Tuna Salad | olive oil roasted fresh ahi tuna with celery, red onion, & fresh herbs | Atlantic Cold Smoked Salmon | cold smoked atlantic salmon, lightly cured with salt, sugar & dill | turnpiked turkey, scrambled egg, ‘murica cheese, bacon, deli mustard and lettuce"
boru-ramen-arlington-dc-metro,Boru Ramen,not-found,toast,toast-menu,165,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/boru-ramen,"Fatty Tuna , Tuna , Salmon , Yellowtail , Botanebi , Hotate , Ikura , White fish | Tuna , Salmon , Yellowtail , Eel , Tamago , Masago | Tuna , Salmon , Yellowtail , Eel , Ikura , White fish | Monkfish liver, ponzu sauce, scallions, radish, shiso leaf | (Kurodai) Mild, sweet flavor and firm, flaky texture. (2pcs)"
milk-and-honey-silver-spring-dc-metro,Milk & Honey Silver Spring,not-found,toast,toast-menu,67,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/milk-and-honey-silver-spring,"Succulent steak with our signature rub, cooked to perfection, paired with asparagus. | Recovered from the reviewed launch repository after shared classifier tightening confirmed this row is a menu item. | 12 pc Bone-In Chicken | 12 piece Bone in Chicken | 16 pc Bone-In Chicken"
lebanese-taverna-silver-spring-dc-metro,Lebanese Taverna Silver Spring,not-found,toast,toast-menu,48,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/lebtav-silverspring,10 Falafel Basket | 5 Falafel Basket | A LA CARTE PITA BREAD SERVICE | Beef Shaw Sand Platter | Beef Shaw Sandwich
ramen-menri-bethesda-dc-metro,Ramen Menri Bethesda,not-found,toast,toast-menu,45,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/ramen-menri,"Soft boiled egg marinated with soy over 2 nights. Local egg from God's country harvest farms in MD | Bok Choy | Chicken Chashu (3 Pc) | Tender sous vide chicken breast, garlic, ginger | Chili Nibo Oil (Fish)"
