restaurantId,name,status,itemCount,menuVerdict,allergenSourceVerdict,extractionVerdict,criticalFindings,highFindings,repairStatus,updatedAt
osm-la-brasita-10119939334,La Brasita,pending,9,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-canela-rockville-md,La Canela,pending,47,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-casina-capitol-hill-dc,La Casina DC,pending,44,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-casita-pupusas-dc,La Casita Pupusas,pending,211,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-casita-gaithersburg-dc-metro,La Casita Pupuseria Gaithersburg,pending,149,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-chaumiere-dc,La Chaumiere,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-famosa-washington-dc,La Famosa,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-fiamma-italian-kitchen-alexandria-va,La Fiamma Italian Kitchen,pending,173,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-gelatteria-kensington-md,La Gelatteria,pending,34,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-grande-boucherie-dc-washington-dc-dc-metro,La Grande Boucherie DC,pending,91,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-limena-grill-rockville-md-dc-metro,La Limeña Grill,pending,76,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-madeleine,la Madeleine,pending,234,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-la-ong-thai-3367109720,La Ong Thai,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-la-palapa-too-1351751210,La Palapa Too,pending,163,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-panetteria-restaurant-bethesda-md,La Panetteria Restaurant,pending,23,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-piquette-washington-dc,La Piquette,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-prensa-tacos-and-tapas-sterling-va,La Prensa Tacos & Tapas,pending,201,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-tejana-dc,La Tejana,pending,16,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-la-tomate-washington-dc,La Tomate,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-la-union-restaraunt-262949474,La Union Restaraunt,pending,87,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
la-vie-washington-dc-dc-metro,La Vie,pending,40,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-lake-ridge-pizzaria-5550599615,Lake Ridge Pizzaria,pending,156,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-lamoon-thai-13607444769,Lamoon Thai,pending,119,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
landini-brothers-restaurant-alexandria-va-dc-metro,Landini Brothers Restaurant,pending,91,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
laos-in-town-dc,Laos in Town,pending,93,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lapis-dc,Lapis,pending,60,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-laporta-s-restaurant-alexandria-va,Laporta's Restaurant,pending,83,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lauriol-plaza-washington-dc-dc-metro,Lauriol Plaza,pending,157,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-layla-s-lebanese-5550599614,Layla's Lebanese Restaurant,pending,23,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lazizi-halal-cuisine-washington-dc,Lazizi Halal Cuisine,pending,62,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lazy-mike-s-delicatessen-falls-church-va-dc-metro,Lazy Mike’s Delicatessen,pending,112,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
le-botaniste-dc,Le Botaniste,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
le-diplomate-dc,Le Diplomate,pending,71,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-le-pain-quotidien-fairfax-va,Le Pain Quotidien,pending,190,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-le-refuge-alexandria-va,Le Refuge,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-le-thai-cuisine-lorton-va,Le Thai Cuisine,pending,89,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lebanese-taverna-dc,Lebanese Taverna,pending,131,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lebanese-taverna-silver-spring-dc-metro,Lebanese Taverna Silver Spring,pending,48,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
chain-ledo-pizza,Ledo Pizza,pending,142,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ledo-pizza-dc,Ledo Pizza DC,pending,138,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lees-sandwiches-falls-church-va,Lee's Sandwiches Falls Church,pending,8,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-letena-ethiopian-restaurant-washington-dc,Letena Ethiopian Restaurant,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
levain-bakery-georgetown-dc,Levain Bakery Georgetown,pending,10,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lia-s-chevy-chase-md,Lia's,pending,105,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lighthouse-tofu-annandale-va-dc-metro,Lighthouse Tofu,pending,10,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lillies-italian-restaurant-and-bar-washington-dc,LiLLiES Italian Restaurant & Bar,pending,85,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-limani-washington-dc,Limani,pending,40,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-beast-dc,Little Beast Cafe & Bistro,pending,42,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-blackbird-dc,Little Blackbird,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-caesars,Little Caesars,pending,14,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-cocos-dc,Little Coco's,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-engine-dc,Little Engine,pending,30,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-hot-chicken-dc,Little Hot Chicken,pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-pearl-dc,Little Pearl,pending,7,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
little-sesame-dc,Little Sesame,pending,27,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
llamabar-navy-yard-dc,Llamabar Navy Yard,pending,42,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-local-provisions-sterling-va,Local Provisions,pending,72,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-london-curry-house-1351751076,London Curry House,pending,146,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
longhorn-steakhouse,LongHorn Steakhouse,pending,91,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
looney-s-pub-college-park-md-dc-metro,Looney's Pub,pending,48,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
los-hermanos-dominican-restaurant-and-catering-washington-dc-dc-metro,Los Hermanos Dominican Restaurant & Catering,pending,14,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-los-toltecos-1135858550,Los Toltecos,pending,110,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
los-toltecos-of-sterling-sterling-va-dc-metro,Los Toltecos of Sterling,pending,113,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lost-dog-cafe-dunn-loring-fairfax-va-dc-metro,Lost Dog Cafe - Dunn Loring,pending,271,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
love-makoto-dc,Love Makoto,pending,86,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
luchador-la-cosecha-dc,Luchador Bar & Eats at La Cosecha,pending,111,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lucky-buns-dc,Lucky Buns,pending,15,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lucky-danger-dc,Lucky Danger,pending,56,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lucy-bar-washington-dc,Lucy Bar,pending,72,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
luke-s-lobster-penn-quarter-washington-dc-dc-metro,Luke's Lobster Penn Quarter,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lulu-s-wine-garden-washington-dc,Lulu’s Wine Garden,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lupo-marino-dc,Lupo Marino,pending,80,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lupo-pizzeria-dc,Lupo Pizzeria,pending,52,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lupo-verde-osteria-dc,Lupo Verde Osteria,pending,76,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lutece-dc,Lutece,pending,30,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
luzmary-bolivian-falls-church-va,Luzmary's Bolivian Restaurant,pending,5,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lydia-on-h-dc,Lydia on H,pending,18,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lydia-on-h-washington-dc,LYDIA ON H,pending,19,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-lyle-s-washington-dc,Lyle's,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
lyon-hall-washington-dc-dc-metro,Lyon Hall,pending,145,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mandns-pizza-bethesda-md,M&N's Pizza,pending,133,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
madhatter-dc,Madhatter,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
madigan-s-waterfront-washington-dc-dc-metro,Madigan's Waterfront,pending,37,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maggiano-s-little-italy-springfield-va-dc-metro,Maggiano's Little Italy,pending,235,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maggie-mcfly-s-springfield-springfield-va-dc-metro,Maggie McFly's | Springfield,pending,153,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
magnolia-dessert-bar-and-coffee-vienna-va-dc-metro,Magnolia Dessert Bar & Coffee,pending,80,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maharani-palace-fine-indian-cuisine-and-bar-herndon-va-dc-metro,Maharani Palace Fine Indian Cuisine & Bar,pending,216,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
main-street-bagel-deli-fairfax-va,Main Street Bagel Deli,pending,92,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maison-bar-a-vins-dc,Maison Bar a Vins,pending,18,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maison-cheryl-arlington-va,Maison Cheryl,pending,45,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maiz64-dc,Maiz64,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
makers-union-arlington-va-dc-metro,Makers Union,pending,74,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
makers-union-reston-va,Makers Union Reston,pending,45,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maketto-dc,Maketto,pending,27,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mala-tang-arlington-va,Mala Tang,pending,163,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mallard-washington-dc,Mallard,pending,25,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mama-chang-fairfax-va,Mama Chang,pending,165,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mama-chepa-dc,Mama Chepa Cocina Latina,pending,58,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mama-tigre-oakton-va,Mama Tigre,pending,174,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maman-washington-dc-dc-metro,maman,pending,118,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maman-georgetown-dc,Maman Georgetown,pending,127,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
chain-mamma-lucia,Mamma Lucia,pending,344,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mamma-lucia-fallsgrove-dc-metro,Mamma Lucia Fallsgrove,pending,229,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mandalay-restaurant-and-cafe-silver-spring-md,Mandalay Restaurant & Cafe,pending,115,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mandalay-silver-spring-md,Mandalay Restaurant Cafe,pending,198,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mandu-dc,Mandu,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
manny-and-olgas-dc,Manny & Olga's Pizza,pending,110,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maple-ave-restaurant-vienna-va,Maple Ave Restaurant,pending,16,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
marafuji-japanese-market-tysons-va,Marafuji Japanese Market,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
marcels-dc,Marcel's by Robert Wiedmaier,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
marib-restaurant-springfield-va-dc-metro,Marib Restaurant,pending,115,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-marley-s-bar-and-grill-hyattsville-md,Marley's Bar & Grill,pending,81,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-martha-dear-washington-dc,Martha Dear,pending,41,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
martins-tavern-dc,Martin's Tavern,pending,111,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maru-san-dc,Maru San,pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
marufuji-japanese-market-tysons-va,Marufuji Japanese Market,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
marumen-fairfax-va-dc-metro,Marumen,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
marvs-dogs-dc,Marv's Dogs,pending,5,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-marx-cafe-revolutionary-cuisine-washington-dc,Marx Cafe Revolutionary Cuisine,pending,52,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-masala-art-washington-dc,Masala Art,pending,168,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mason-social-alexandria-va,Mason Social,pending,69,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
masseria-dc,Masseria,pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mastros-steakhouse-dc,Mastro's Steakhouse DC,pending,83,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
chain-matchbox,Matchbox,pending,93,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
matchbox-capitol-hill-dc,Matchbox Capitol Hill,pending,97,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
matchbox-penn-quarter-dc,Matchbox Penn Quarter,pending,83,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
matisse-dc,Matisse,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-matsu-centreville-va,Matsu,pending,77,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-matsutake-sushi-2793770703,Matsutake Sushi,pending,188,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
matt-and-tony-s-all-day-kitchen-bar-alexandria-va-dc-metro,Matt & Tony's All Day Kitchen + Bar,pending,67,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
maydan-dc,Maydan,pending,86,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mazi-dc,Mazi,pending,32,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mcalisters-deli,McAlister's Deli,pending,74,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-mccormick-schmick-s-3819749757,McCormick & Schmick's,pending,163,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mcdonalds,McDonald's,pending,100,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mcginty-s-public-house-silver-spring-md,McGinty's Public House,pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mclean-family-restaurant-mclean-va,McLean Family Restaurant,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mecha-noodle-bar-washington-dc,Mecha Noodle Bar,pending,104,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
medina-dc,Medina,pending,26,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
medium-rare-arlington-va-dc-metro,Medium Rare,pending,4,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mejana-arlington-va,Mejana,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
melange-dc,Mélange,pending,26,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
melina-north-bethesda-md,Melina,pending,59,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-melina-north-bethesda-md,Melina,pending,59,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mendocino-farms-dc,Mendocino Farms,pending,112,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
menomale-dc,Menomale,pending,131,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
menya-hosaki-dc,Menya Hosaki,pending,2,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
meokja-meokja-fairfax-va,Meokja Meokja,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mercy-me-washington-dc-dc-metro,Mercy Me,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
metier-dc,Metier,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-metro-spice-washington-dc,Metro Spice,pending,40,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mezcal-cantina-dc,Mezcal Cantina,pending,105,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mezcalero-dc,Mezcalero,pending,79,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-meze-restaurant-washington-dc,Mezè Restaurant,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mezeh-dc,Mezeh Mediterranean Grill,pending,74,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mgm-roast-beef-washington-dc,MGM Roast Beef,pending,102,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mi-la-cay-wheaton-md-dc-metro,Mi La Cay,pending,36,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mi-rancho-silver-spring-md-dc-metro,Mi Rancho,pending,17,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mi-vida-washington-dc-dc-metro,MI VIDA,pending,144,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mi-vida-wharf-dc,Mi Vida District Wharf,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mia-s-italian-kitchen-alexandria-va-dc-metro,Mia's Italian Kitchen,pending,119,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mid-atlantic-seafood-hyattsville-dc-metro,Mid Atlantic Seafood Hyattsville,pending,164,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-mika-s-neapolitan-pizza-sterling-va,Mika’s Neapolitan Pizza,pending,206,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mike-s-american-springfield-va-dc-metro,Mike's American,pending,94,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mikey-and-mels-deli-dc,Mikey & Mel's Deli DC,pending,82,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mikko-dc,Mikko,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-milano-s-family-restaurant-springfield-va,Milano's Family Restaurant,pending,52,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
milk-and-honey-h-street-dc,Milk & Honey H Street,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
milk-and-honey-silver-spring-dc-metro,Milk & Honey Silver Spring,pending,67,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
milk-and-honey-southern-inspired-kitchen-college-park-md-dc-metro,Milk & Honey Southern Inspired Kitchen,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
milk-bar-dc,Milk Bar,pending,33,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
millies-dc,Millie's DC,pending,66,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
minibar-dc,minibar by Jose Andres,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mirch-dhamaka-indian-fine-dine-cafe-and-bar-herndon-va-dc-metro,"Mirch Dhamaka - Indian Fine Dine, Cafe & Bar",pending,292,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
miss-toya-s-creole-house-silver-spring-md-dc-metro,Miss Toya’s Creole House,pending,226,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mission-navy-yard-washington-dc-dc-metro,Mission - Navy Yard,pending,63,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mission-bbq,MISSION BBQ,pending,71,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mission-dupont-dc,Mission Dupont,pending,47,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
mita-dc,MITA,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
